Problema,OG,M3GP,OTDD,MLR_train_m3gp,MLR_train_og,% ERROR train,MLR_test_m3gp,MLR_test_og,% ERROR test,num rasgos m3gp,num rasgos OG,dif rasgos,nodos,tipo
Concrete,Concrete_5,Concrete_5,4.863396,5.26001,10.23506,48.60791,13.60863,10.33985,-31.6134,35,8,27,398,Regresión
Concrete,Concrete_6,Concrete_6,5.551138,4.88666,10.25543,52.35051,7.12731,10.29292,30.75524,32,8,24,741,Regresión
Concrete,Concrete_7,Concrete_7,2.859708,4.96524,10.21609,51.39786,5.5846,10.38818,46.24084,34,8,26,589,Regresión
Concrete,Concrete_8,Concrete_8,3.107315,4.94547,10.26906,51.84105,5.56778,10.24705,45.66456,32,8,24,349,Regresión
Concrete,Concrete_9,Concrete_9,2.815409,5.04803,10.18041,50.41429,14.82001,10.48054,-41.4051,39,8,31,488,Regresión
Concrete,Concrete_10,Concrete_10,2.425319,5.10576,10.14958,49.69487,14.20134,10.51553,-35.0511,33,8,25,452,Regresión
Concrete,Concrete_11,Concrete_11,4.380484,5.11792,10.23742,50.00772,10.28686,10.339,0.504285,39,8,31,540,Regresión
Concrete,Concrete_12,Concrete_12,3.842455,5.11974,10.22719,49.93991,13.12342,10.3375,-26.9496,38,8,30,399,Regresión
Concrete,Concrete_13,Concrete_13,2.552219,5.00323,10.1844,50.87361,6.43932,10.46337,38.45844,36,8,28,555,Regresión
Concrete,Concrete_14,Concrete_14,5.850953,5.12581,10.21129,49.8025,12.99398,10.37016,-25.3016,36,8,28,459,Regresión
Concrete,Concrete_15,Concrete_15,2.340069,5.19543,10.19497,49.03929,20.34345,10.43475,-94.9588,36,8,28,433,Regresión
Concrete,Concrete_16,Concrete_16,5.63909,5.09378,10.20892,50.10459,6.10572,10.38802,41.22345,35,8,27,350,Regresión
Concrete,Concrete_17,Concrete_17,2.631955,5.17401,10.32038,49.8661,15.88771,10.14553,-56.5981,33,8,25,548,Regresión
Concrete,Concrete_18,Concrete_18,6.460054,5.1665,10.20988,49.39707,13.72964,10.38112,-32.2559,33,8,25,458,Regresión
Concrete,Concrete_19,Concrete_19,2.938284,4.97846,10.26821,51.5158,6.22572,10.23898,39.19592,34,8,26,747,Regresión
Concrete,Concrete_20,Concrete_20,3.889259,5.17897,10.22331,49.34156,18.87973,10.35204,-82.3768,33,8,25,708,Regresión
Concrete,Concrete_21,Concrete_21,3.37862,5.04027,10.19208,50.54718,7.43686,10.4414,28.77529,33,8,25,418,Regresión
Concrete,Concrete_22,Concrete_22,2.727399,5.19524,10.3113,49.61605,11.7094,10.15162,-15.3452,37,8,29,520,Regresión
Concrete,Concrete_23,Concrete_23,5.560186,5.03788,10.23964,50.80023,6.8079,10.32059,34.03573,31,8,23,634,Regresión
Concrete,Concrete_24,Concrete_24,2.996349,5.32254,10.28228,48.23582,6.68028,10.23525,34.73261,37,8,29,468,Regresión
Concrete,Concrete_25,Concrete_25,3.310282,5.07122,10.25602,50.55375,7.48196,10.26324,27.09945,33,8,25,448,Regresión
Concrete,Concrete_26,Concrete_26,3.663072,5.00426,10.278,51.31094,6.10158,10.24773,40.45918,35,8,27,388,Regresión
Concrete,Concrete_27,Concrete_27,2.941116,5.19109,10.26422,49.42541,6.63064,10.28483,35.52991,34,8,26,325,Regresión
Concrete,Concrete_28,Concrete_28,2.466777,5.11619,10.22731,49.97523,9.76083,10.36172,5.799173,38,8,30,1005,Regresión
Concrete,Concrete_29,Concrete_29,3.363232,4.84289,10.14909,52.28252,6.15047,10.51657,41.51639,36,8,28,429,Regresión
Concrete,Concrete_30,Concrete_30,3.047782,5.04796,10.17273,50.37754,10.41183,10.46191,0.478736,35,8,27,298,Regresión
EECooling,EECooling_1,EECooling_1,3.851861,1.44682,3.181156,54.51905,1.56226,3.201889,51.20817,32,8,24,225,Regresión
EECooling,EECooling_2,EECooling_2,4.643272,1.22057,3.171369,61.51284,1.43618,3.229141,55.5244,28,8,20,693,Regresión
EECooling,EECooling_3,EECooling_3,2.979681,1.22818,3.190776,61.50842,1.43492,3.189368,55.00927,34,8,26,243,Regresión
EECooling,EECooling_4,EECooling_4,3.068785,1.22323,3.16423,61.34193,1.52146,3.249101,53.1729,33,8,25,466,Regresión
EECooling,EECooling_5,EECooling_5,3.759709,1.19955,3.194177,62.44572,1.381,3.169769,56.43216,32,8,24,455,Regresión
EECooling,EECooling_6,EECooling_6,3.54402,1.3662,3.165557,56.84171,1.59189,3.239156,50.85479,34,8,26,415,Regresión
EECooling,EECooling_7,EECooling_7,3.501428,1.41902,3.174595,55.30076,1.61016,3.217786,49.96063,33,8,25,644,Regresión
EECooling,EECooling_8,EECooling_8,4.257097,1.27289,3.176681,59.93019,1.43473,3.22057,55.45106,26,8,18,385,Regresión
EECooling,EECooling_9,EECooling_9,5.672363,1.09271,3.178781,65.62488,1.42484,3.21126,55.62988,32,8,24,273,Regresión
EECooling,EECooling_10,EECooling_10,6.305132,1.20827,3.180095,62.00523,1.39177,3.217565,56.74461,32,8,24,377,Regresión
EECooling,EECooling_11,EECooling_11,6.343034,1.16613,3.172678,63.24462,1.4738,3.220159,54.23208,30,8,22,577,Regresión
EECooling,EECooling_12,EECooling_12,2.859538,1.27913,3.176879,59.73627,1.53635,3.225508,52.36874,34,8,26,527,Regresión
EECooling,EECooling_13,EECooling_13,3.013816,1.35197,3.162608,57.25143,1.59246,3.256318,51.0963,29,8,21,488,Regresión
EECooling,EECooling_14,EECooling_14,4.140613,1.25334,3.153438,60.2548,1.49746,3.277194,54.30664,32,8,24,311,Regresión
EECooling,EECooling_15,EECooling_15,3.635021,1.25184,3.170843,60.52028,1.50003,3.24279,53.7426,29,8,21,578,Regresión
EECooling,EECooling_16,EECooling_16,2.568747,1.18934,3.15449,62.29692,1.60668,3.272292,50.90046,26,8,18,425,Regresión
EECooling,EECooling_17,EECooling_17,4.654408,1.12005,3.160195,64.55757,1.38307,3.261923,57.59955,29,8,21,494,Regresión
EECooling,EECooling_18,EECooling_18,5.020054,1.17002,3.166616,63.05141,1.36161,3.247363,58.07028,32,8,24,1025,Regresión
EECooling,EECooling_19,EECooling_19,3.091169,1.3952,3.174916,56.05553,1.71652,3.217801,46.6555,32,8,24,447,Regresión
EECooling,EECooling_20,EECooling_20,4.081052,1.39643,3.174133,56.00594,1.57179,3.21702,51.14144,35,8,27,592,Regresión
EECooling,EECooling_21,EECooling_21,4.124879,1.41116,3.198759,55.88415,1.53499,3.166872,51.52977,34,8,26,543,Regresión
EECooling,EECooling_22,EECooling_22,3.042074,1.36121,3.168938,57.04523,1.52127,3.236492,52.99633,31,8,23,538,Regresión
EECooling,EECooling_23,EECooling_23,3.020907,1.19453,3.197905,62.64648,1.4035,3.167967,55.69714,32,8,24,349,Regresión
EECooling,EECooling_24,EECooling_24,3.273014,1.32773,3.162079,58.01085,1.40885,3.252492,56.68398,30,8,22,259,Regresión
EECooling,EECooling_25,EECooling_25,3.936638,1.14633,3.168654,63.82281,1.36179,3.243482,58.01457,33,8,25,320,Regresión
EECooling,EECooling_26,EECooling_26,3.198738,1.08563,3.189616,65.96362,1.38095,3.182176,56.60359,35,8,27,314,Regresión
EECooling,EECooling_27,EECooling_27,3.728607,1.22304,3.173999,61.46691,1.39905,3.222738,56.58816,28,8,20,373,Regresión
EECooling,EECooling_28,EECooling_28,3.428599,1.19522,3.181796,62.43568,1.29788,3.204462,59.49773,34,8,26,267,Regresión
EECooling,EECooling_29,EECooling_29,3.605509,1.28407,3.168744,59.477,1.43562,3.239724,55.68697,33,8,25,536,Regresión
EECooling,EECooling_30,EECooling_30,3.816741,1.46258,3.197695,54.26143,1.56695,3.160786,50.4253,33,8,25,404,Regresión
EEHeat,EEHeat_1,EEHeat_1,3.253462,0.44913,2.980869,84.93292,0.42087,2.777294,84.84604,31,8,23,216,Regresión
EEHeat,EEHeat_2,EEHeat_2,3.988215,0.42964,2.925424,85.31358,0.39165,2.929892,86.63261,34,8,26,473,Regresión
EEHeat,EEHeat_3,EEHeat_3,3.773462,0.45204,2.953243,84.69344,0.41617,2.848469,85.3897,31,8,23,282,Regresión
EEHeat,EEHeat_4,EEHeat_4,3.362774,0.45033,2.987714,84.92727,0.42192,2.763172,84.73059,31,8,23,444,Regresión
EEHeat,EEHeat_5,EEHeat_5,3.724512,0.45731,2.969327,84.59887,0.41204,2.813891,85.35693,34,8,26,657,Regresión
EEHeat,EEHeat_6,EEHeat_6,4.150021,0.44868,2.991146,84.99973,0.40883,2.754471,85.15759,35,8,27,570,Regresión
EEHeat,EEHeat_7,EEHeat_7,3.895243,0.44548,2.947723,84.88732,0.44337,2.860466,84.50008,32,8,24,353,Regresión
EEHeat,EEHeat_8,EEHeat_8,3.647343,0.44064,2.939244,85.00839,0.40303,2.878423,85.99823,37,8,29,514,Regresión
EEHeat,EEHeat_9,EEHeat_9,5.456116,0.44781,2.898708,84.55139,0.42434,2.974063,85.73198,32,8,24,489,Regresión
EEHeat,EEHeat_10,EEHeat_10,4.290735,0.43759,2.941725,85.12472,0.41668,2.873793,85.5007,32,8,24,789,Regresión
EEHeat,EEHeat_11,EEHeat_11,3.928703,0.43002,2.926294,85.30496,0.43063,2.91484,85.22629,39,8,31,316,Regresión
EEHeat,EEHeat_12,EEHeat_12,2.834639,0.45414,2.925057,84.47415,0.42014,2.922086,85.62191,31,8,23,308,Regresión
EEHeat,EEHeat_13,EEHeat_13,4.411378,0.44262,2.947319,84.98229,0.39546,2.871514,86.22817,33,8,25,294,Regresión
EEHeat,EEHeat_14,EEHeat_14,3.612847,0.42417,2.926393,85.50536,0.41735,2.913664,85.67611,33,8,25,382,Regresión
EEHeat,EEHeat_15,EEHeat_15,3.303573,0.45696,2.939653,84.45531,0.42409,2.891594,85.33369,34,8,26,643,Regresión
EEHeat,EEHeat_16,EEHeat_16,2.840174,0.42377,2.91636,85.46921,0.4427,2.93876,84.93582,35,8,27,306,Regresión
EEHeat,EEHeat_17,EEHeat_17,3.625534,0.43778,2.940938,85.11427,0.38976,2.875058,86.44341,35,8,27,352,Regresión
EEHeat,EEHeat_18,EEHeat_18,5.855465,0.43067,2.9667,85.4832,0.41858,2.822524,85.17001,34,8,26,315,Regresión
EEHeat,EEHeat_19,EEHeat_19,3.340932,0.45413,2.921875,84.45758,0.39212,2.925994,86.59874,34,8,26,531,Regresión
EEHeat,EEHeat_20,EEHeat_20,3.479127,0.43956,2.959053,85.14525,0.36281,2.839372,87.22218,32,8,24,421,Regresión
EEHeat,EEHeat_21,EEHeat_21,4.60138,0.44245,2.939254,84.94686,0.43157,2.892014,85.07718,35,8,27,276,Regresión
EEHeat,EEHeat_22,EEHeat_22,2.577328,0.43593,2.961628,85.28073,0.36637,2.839342,87.09666,39,8,31,564,Regresión
EEHeat,EEHeat_23,EEHeat_23,3.264922,0.43373,2.962969,85.36164,1.59178,2.837927,43.91047,35,8,27,378,Regresión
EEHeat,EEHeat_24,EEHeat_24,3.132394,0.45374,2.972934,84.73764,0.38837,2.797295,86.11623,29,8,21,304,Regresión
EEHeat,EEHeat_25,EEHeat_25,3.139115,0.43316,2.949904,85.31613,0.43409,2.855443,84.7978,34,8,26,263,Regresión
EEHeat,EEHeat_26,EEHeat_26,3.572555,0.45018,2.924813,84.60825,0.4373,2.917316,85.01019,35,8,27,488,Regresión
EEHeat,EEHeat_27,EEHeat_27,4.90088,0.44611,2.933623,84.79321,0.41407,2.901293,85.72809,29,8,21,542,Regresión
EEHeat,EEHeat_28,EEHeat_28,3.005805,0.45799,2.906736,84.24384,0.41755,2.959687,85.89209,30,8,22,975,Regresión
EEHeat,EEHeat_29,EEHeat_29,4.333737,0.4392,2.937139,85.04667,0.43477,2.888634,84.94894,30,8,22,179,Regresión
EEHeat,EEHeat_30,EEHeat_30,2.98801,0.44856,2.944362,84.76546,0.41108,2.87603,85.70668,36,8,28,245,Regresión
Housing,Housing_1,Housing_1,6.672061,2.039048,4.67742,56.40656,3.987493,4.747381,16.00647,34,13,21,335,Regresión
Housing,Housing_2,Housing_2,8.836867,2.339255,4.672498,49.93566,3.666207,4.784096,23.36678,31,13,18,474,Regresión
Housing,Housing_3,Housing_3,8.311018,2.103676,4.708525,55.32196,6.02427,4.677951,-28.7801,31,13,18,478,Regresión
Housing,Housing_4,Housing_4,9.353945,2.369477,4.315724,45.09666,14.53181,5.538095,-162.397,30,13,17,365,Regresión
Housing,Housing_5,Housing_5,7.192367,2.240264,4.538785,50.64177,4.838074,5.209939,7.137618,31,13,18,302,Regresión
Housing,Housing_6,Housing_6,8.826054,2.605522,4.632913,43.76061,3.094958,4.910774,36.97617,31,13,18,488,Regresión
Housing,Housing_7,Housing_7,7.928507,2.280205,4.751276,52.00857,3.052042,4.722238,35.36874,37,13,24,534,Regresión
Housing,Housing_8,Housing_8,11.14092,2.186131,4.684723,53.3349,3.943993,4.906796,19.62181,37,13,24,452,Regresión
Housing,Housing_9,Housing_9,7.504495,2.182741,4.570172,52.2394,3.577945,4.978062,28.12573,40,13,27,373,Regresión
Housing,Housing_10,Housing_10,7.564737,2.293609,4.708525,51.28817,5.098981,4.677951,-9.00032,35,13,22,310,Regresión
Housing,Housing_11,Housing_11,6.128851,2.155725,4.67742,53.91208,4.119488,4.747381,13.22608,28,13,15,499,Regresión
Housing,Housing_12,Housing_12,8.153564,2.214967,4.591836,51.76292,4.888598,4.991133,2.054343,34,13,21,371,Regresión
Housing,Housing_13,Housing_13,7.574177,2.065825,4.675252,55.81361,4.077118,4.768337,14.49601,30,13,17,457,Regresión
Housing,Housing_14,Housing_14,11.14176,2.194482,4.667567,52.98446,5.931043,4.794818,-23.697,35,13,22,586,Regresión
Housing,Housing_15,Housing_15,7.709705,2.432505,4.712976,48.38708,5.710911,4.666247,-22.3877,35,13,22,434,Regresión
Housing,Housing_16,Housing_16,8.056756,2.328511,4.646358,49.88525,3.154147,4.786629,34.10504,31,13,18,640,Regresión
Housing,Housing_17,Housing_17,7.038549,2.218771,4.574509,51.49706,9.170124,4.967661,-84.5964,35,13,22,204,Regresión
Housing,Housing_18,Housing_18,6.674414,2.381138,4.422407,46.15742,4.751856,5.285254,10.09218,34,13,21,311,Regresión
Housing,Housing_19,Housing_19,6.998818,2.153329,4.680091,53.98958,4.321293,4.885857,11.55507,33,13,20,910,Regresión
Housing,Housing_20,Housing_20,7.432104,2.19559,4.892158,55.12021,5.751035,4.225502,-36.103,32,13,19,339,Regresión
Housing,Housing_21,Housing_21,7.448921,2.246917,4.725394,52.45017,3.492618,4.787205,27.04266,32,13,19,575,Regresión
Housing,Housing_22,Housing_22,6.99973,2.264637,4.6046,50.81795,3.737235,4.948965,24.48452,36,13,23,417,Regresión
Housing,Housing_23,Housing_23,7.615512,2.249245,4.861499,53.73351,4.806296,4.292839,-11.9608,39,13,26,184,Regresión
Housing,Housing_24,Housing_24,7.013414,2.289014,4.529362,49.46278,4.775827,5.160619,7.456326,33,13,20,508,Regresión
Housing,Housing_25,Housing_25,7.502785,2.324207,4.387642,47.02833,3.976059,5.373959,26.01248,35,13,22,358,Regresión
Housing,Housing_26,Housing_26,6.770874,2.258167,4.277563,47.20904,3.420463,5.800022,41.02672,34,13,21,487,Regresión
Housing,Housing_27,Housing_27,6.41085,2.36701,4.664639,49.25631,4.101772,4.804212,14.62134,33,13,20,238,Regresión
Housing,Housing_28,Housing_28,8.750349,2.094326,4.533214,53.80041,3.670349,5.135635,28.53174,35,13,22,550,Regresión
Housing,Housing_29,Housing_29,6.964619,2.335767,4.829412,51.63454,2.859487,4.449109,35.729,29,13,16,678,Regresión
Housing,Housing_30,Housing_30,6.688592,2.261508,4.643726,51.29971,3.389784,4.833297,29.86601,37,13,24,492,Regresión
Tower,Tower_1,Tower_1,16.3368,19.6809,29.87014,34.1118,21.72106,28.98856,25.07023,33,25,8,362,Regresión
Tower,Tower_2,Tower_2,18.24158,20.00472,29.85661,32.99735,22.74705,29.02491,21.62923,42,25,17,369,Regresión
Tower,Tower_3,Tower_3,16.51885,19.86346,29.87028,33.50093,21.87645,28.99425,24.549,35,25,10,138,Regresión
Tower,Tower_4,Tower_4,21.1754,19.48253,29.86875,34.77286,22.25353,28.99991,23.26346,35,25,10,396,Regresión
Tower,Tower_5,Tower_5,16.61555,20.14977,29.86761,32.53638,22.13558,28.98923,23.64205,38,25,13,207,Regresión
Tower,Tower_6,Tower_6,18.97304,19.84874,29.88083,33.57367,21.63644,28.95339,25.27147,35,25,10,282,Regresión
Tower,Tower_7,Tower_7,17.60918,19.69655,29.87651,34.07345,21.32587,28.96683,26.37832,41,25,16,336,Regresión
Tower,Tower_8,Tower_8,16.13787,19.68945,29.87509,34.09409,21.59353,28.9743,25.47352,41,25,16,518,Regresión
Tower,Tower_9,Tower_9,16.18074,19.76649,29.89907,33.88928,22.02541,28.92273,23.84741,40,25,15,145,Regresión
Tower,Tower_10,Tower_10,17.64676,20.18468,29.88757,32.46463,22.25134,28.95275,23.14603,34,25,9,305,Regresión
Tower,Tower_11,Tower_11,13.78243,19.92886,29.86758,33.27594,22.19208,28.99133,23.45269,35,25,10,240,Regresión
Tower,Tower_12,Tower_12,16.56288,20.12323,29.87266,32.63662,22.01888,28.9817,24.02489,39,25,14,174,Regresión
Tower,Tower_13,Tower_13,20.81517,19.84735,29.85493,33.52069,22.72554,29.02489,21.70326,34,25,9,245,Regresión
Tower,Tower_14,Tower_14,18.0626,19.01933,29.87471,36.33636,21.70057,28.97978,25.11824,39,25,14,392,Regresión
Tower,Tower_15,Tower_15,18.36259,19.57933,29.86174,34.43339,21.44509,29.00618,26.06716,38,25,13,599,Regresión
Tower,Tower_16,Tower_16,18.30383,20.09089,29.88833,32.78014,22.6782,28.94863,21.66055,34,25,9,689,Regresión
Tower,Tower_17,Tower_17,16.99339,19.76421,29.87682,33.84769,22.00388,28.97371,24.05569,36,25,11,421,Regresión
Tower,Tower_18,Tower_18,15.86935,19.61973,29.87315,34.3232,22.03561,28.97591,23.95196,36,25,11,397,Regresión
Tower,Tower_19,Tower_19,15.55769,20.06488,29.87775,32.8434,22.69834,28.9666,21.63961,36,25,11,333,Regresión
Tower,Tower_20,Tower_20,15.23947,20.12986,29.87137,32.61152,22.54828,28.98643,22.21091,38,25,13,587,Regresión
Tower,Tower_21,Tower_21,21.35304,19.91138,29.85689,33.31059,22.11161,29.01519,23.79299,41,25,16,218,Regresión
Tower,Tower_22,Tower_22,15.91042,20.10057,29.86763,32.70115,22.56056,28.98953,22.17687,32,25,7,271,Regresión
Tower,Tower_23,Tower_23,15.0266,19.70193,29.87308,34.04788,43.57605,28.978,-50.3763,38,25,13,531,Regresión
Tower,Tower_24,Tower_24,14.80084,19.70671,29.86406,34.01195,21.62704,29.00286,25.43135,36,25,11,571,Regresión
Tower,Tower_25,Tower_25,16.87789,19.47392,29.90179,34.87374,21.32012,28.91195,26.25846,37,25,12,412,Regresión
Tower,Tower_26,Tower_26,18.34248,19.50185,29.8613,34.6919,21.4564,29.00879,26.03484,39,25,14,582,Regresión
Tower,Tower_27,Tower_27,15.65698,20.339,29.87401,31.91741,22.09014,28.98652,23.79167,35,25,10,528,Regresión
Tower,Tower_28,Tower_28,14.3152,19.78592,29.87374,33.76819,22.31211,28.98614,23.02489,40,25,15,277,Regresión
Tower,Tower_29,Tower_29,14.13135,19.35838,29.88283,35.21905,23.02828,28.96499,20.49615,39,25,14,526,Regresión
Tower,Tower_30,Tower_30,16.09068,19.22911,29.86627,35.61597,22.33395,28.99661,22.97738,37,25,12,452,Regresión
Yacht,Yacht_1,Yacht_1,3.154345,0.30154,8.647177,96.51285,1.2674,9.507102,86.66891,28,6,22,743,Regresión
Yacht,Yacht_2,Yacht_2,2.256835,0.38517,8.632705,95.53825,0.71415,9.669387,92.61432,29,6,23,772,Regresión
Yacht,Yacht_3,Yacht_3,2.052872,0.27707,8.659555,96.80041,0.58899,9.52304,93.8151,32,6,26,1047,Regresión
Yacht,Yacht_4,Yacht_4,2.308122,0.29722,8.654052,96.56554,0.89381,9.514069,90.60539,27,6,21,1384,Regresión
Yacht,Yacht_5,Yacht_5,2.235752,0.33171,8.624636,96.15392,0.78153,9.766824,91.99812,30,6,24,1723,Regresión
Yacht,Yacht_6,Yacht_6,2.628257,0.44429,8.655256,94.86682,0.67409,9.584612,92.96696,33,6,27,912,Regresión
Yacht,Yacht_7,Yacht_7,2.014823,0.33824,8.659475,96.09399,0.43875,9.513165,95.38797,36,6,30,695,Regresión
Yacht,Yacht_8,Yacht_8,2.053259,0.28818,8.642341,96.66549,0.43848,9.602396,95.43364,28,6,22,861,Regresión
Yacht,Yacht_9,Yacht_9,2.976394,0.34154,8.649238,96.05121,0.61797,9.5823,93.55092,35,6,29,720,Regresión
Yacht,Yacht_10,Yacht_10,2.818651,0.44603,8.631982,94.83282,0.82646,9.613656,91.40327,31,6,25,538,Regresión
Yacht,Yacht_11,Yacht_11,2.11986,0.35093,8.640789,95.93868,0.86107,9.571064,91.0034,30,6,24,663,Regresión
Yacht,Yacht_12,Yacht_12,2.754913,0.34905,8.645541,95.96266,0.76519,9.579782,92.01245,28,6,22,755,Regresión
Yacht,Yacht_13,Yacht_13,2.331967,0.38137,8.67667,95.60465,0.65901,9.446405,93.0237,27,6,21,668,Regresión
Yacht,Yacht_14,Yacht_14,3.448694,0.31123,8.623926,96.39109,1.15666,9.705916,88.08294,29,6,23,726,Regresión
Yacht,Yacht_15,Yacht_15,3.058337,0.2997,8.678586,96.54667,0.50687,9.443615,94.63267,33,6,27,1402,Regresión
Yacht,Yacht_16,Yacht_16,2.110567,0.34645,8.642371,95.99126,0.97865,9.623932,89.83108,34,6,28,779,Regresión
Yacht,Yacht_17,Yacht_17,2.569212,0.36865,8.662448,95.74427,1.01246,9.466387,89.30468,28,6,22,477,Regresión
Yacht,Yacht_18,Yacht_18,2.574891,0.3297,8.642482,96.18512,0.82292,9.573306,91.40401,32,6,26,513,Regresión
Yacht,Yacht_19,Yacht_19,2.321955,0.37791,8.624733,95.6183,0.72529,9.643645,92.47909,31,6,25,598,Regresión
Yacht,Yacht_20,Yacht_20,2.323286,0.33084,8.677841,96.18753,0.88683,9.476629,90.64193,32,6,26,743,Regresión
Yacht,Yacht_21,Yacht_21,2.696663,0.32211,8.64254,96.27297,0.63797,9.607025,93.35934,32,6,26,497,Regresión
Yacht,Yacht_22,Yacht_22,2.331564,0.34109,8.636991,96.05082,0.54726,9.676011,94.34416,34,6,28,543,Regresión
Yacht,Yacht_23,Yacht_23,2.317962,0.2824,8.656758,96.73781,0.81533,9.558006,91.46966,27,6,21,742,Regresión
Yacht,Yacht_24,Yacht_24,2.040116,0.36214,8.625155,95.80135,0.80542,9.710098,91.70534,26,6,20,561,Regresión
Yacht,Yacht_25,Yacht_25,2.506256,0.36296,8.637298,95.79776,0.73253,9.571969,92.34713,32,6,26,837,Regresión
Yacht,Yacht_26,Yacht_26,2.308233,0.33744,8.664082,96.1053,0.9348,9.472218,90.13114,38,6,32,895,Regresión
Yacht,Yacht_27,Yacht_27,2.458701,0.40036,8.648964,95.37101,0.63768,9.532039,93.31014,23,6,17,742,Regresión
Yacht,Yacht_28,Yacht_28,2.580991,0.30925,8.664889,96.431,0.95692,9.504823,89.93227,35,6,29,684,Regresión
Yacht,Yacht_29,Yacht_29,1.951602,0.34812,8.675336,95.98724,0.56883,9.433893,93.97036,27,6,21,886,Regresión
Yacht,Yacht_30,Yacht_30,2.162667,0.2393,8.656642,97.23565,0.33951,9.551962,96.44565,27,6,21,1514,Regresión
